 118
   35    76 Darrah    V2 2   -0.6800   -0.3600   0.0000   0.0000   0.9430   0.3800
   36    77 Turner    V2 2   -0.6100   -0.2800   0.0000   0.0000   1.0060   0.4664
   37    80 CabinCrk  V2 2    3.4700   -0.2600   0.0000   0.0000   1.0400   0.5054
   38    85 BeaverCk  V2 2   -0.2400   -0.1500   0.0000   0.0000   0.9850   0.5674
   39    87 Pinevlle  V3 2    0.0400    0.0000   0.0000   0.0000   1.0150   0.5480
   40    89 ClinchRv  V2 2    6.0700    0.0000   0.0000   0.0000   1.0050   0.6927
   41    90 Holston   V2 2   -1.6300   -0.4200   0.0000   0.0000   0.9850   0.5810
   42    91 HolstonT  V2 2   -0.1000    0.0000   0.0000   0.0000   0.9800   0.5814
   43    92 Saltvlle  V2 2   -0.6500   -0.1000   0.0000   0.0000   0.9930   0.5899
   44    99 Hinton    V2 2   -0.4200    0.0000   0.0000   0.0000   1.0100   0.4719
   45   100 Glen Lyn  V2 2    2.1500   -0.1800   0.0000   0.0000   1.0170   0.4892
   46   103 Claytor   V2 2    0.1700   -0.1600   0.0000   0.0000   1.0010   0.4266
   47   104 Hancock   V2 2   -0.3800   -0.2500   0.0000   0.0000   0.9710   0.3786
   48   105 Roanoke   V2 2   -0.3100   -0.2600   0.0000   0.2000   0.9650   0.3590
   49   107 Reusens   V2 2   -0.5000   -0.1200   0.0000   0.0600   0.9520   0.3060
   50   110 Fieldale  V2 2   -0.3900   -0.3000   0.0000   0.0600   0.9730   0.3157
   51   111 DanRiver  V2 2    0.3600    0.0000   0.0000   0.0000   0.9800   0.3445
   52   112 Danville  V2 2   -0.6800   -0.1300   0.0000   0.0000   0.9750   0.2616
   53   113 Deer Crk  V2 2   -0.0600    0.0000   0.0000   0.0000   0.9930   0.2398
   54   116 KygerCrk  V2 2   -1.8400    0.0000   0.0000   0.0000   1.0050   0.4733
   55     2 Pokagon   V2 1   -0.2000   -0.0900   0.0000   0.0000   0.9710   0.1958
   56     3 HickryCk  V2 1   -0.3900   -0.1000   0.0000   0.0000   0.9680   0.2018
   57     5 Olive     V2 1   -0.0000    0.0000   0.0000  -0.4000   1.0020   0.2745
   58     7 JacksnRd  V2 1   -0.1900   -0.0200   0.0000   0.0000   0.9890   0.2192
   59     9 Bequine   V1 1   -0.0000    0.0000   0.0000   0.0000   1.0430   0.4890
   60    11 SouthBnd  V2 1   -0.7000   -0.2300   0.0000   0.0000   0.9850   0.2220
   61    13 Concord   V2 1   -0.3400   -0.1600   0.0000   0.0000   0.9680   0.1981
   62    14 GoshenJt  V2 1   -0.1400   -0.0100   0.0000   0.0000   0.9840   0.2007
   63    16 N. E.     V2 1   -0.2500   -0.1000   0.0000   0.0000   0.9840   0.2079
   64    17 Sorenson  V2 1   -0.1100   -0.0300   0.0000   0.0000   0.9950   0.2398
   65    20 Adams     V2 1   -0.1800   -0.0300   0.0000   0.0000   0.9580   0.2082
   66    21 Jay       V2 1   -0.1400   -0.0800   0.0000   0.0000   0.9590   0.2360
   67    22 Randolph  V2 1   -0.1000   -0.0500   0.0000   0.0000   0.9700   0.2806
   68    23 CollCrnr  V2 1   -0.0700   -0.0300   0.0000   0.0000   1.0000   0.3665
   69    28 Mullin    V2 1   -0.1700   -0.0700   0.0000   0.0000   0.9620   0.2377
   70    29 Grant     V2 1   -0.2400   -0.0400   0.0000   0.0000   0.9630   0.2204
   71    30 Sorenson  V1 1   -0.0000    0.0000   0.0000   0.0000   0.9680   0.3279
   72    33 Haviland  V2 1   -0.2300   -0.0900   0.0000   0.0000   0.9720   0.1855
   73    35 WestLima  V2 1   -0.3300   -0.0900   0.0000   0.0000   0.9810   0.1897
   74    37 EastLima  V2 1   -0.0000    0.0000   0.0000  -0.2500   0.9920   0.2054
   75    38 EastLima  V1 1   -0.0000    0.0000   0.0000   0.0000   0.9620   0.2951
   76    39 NwLibrty  V2 1   -0.2700   -0.1100   0.0000   0.0000   0.9700   0.1468
   77    41 S.Tiffin  V2 1   -0.3700   -0.1000   0.0000   0.0000   0.9670   0.1208
   78    43 S.Kenton  V2 1   -0.1800   -0.0700   0.0000   0.0000   0.9780   0.1969
   79    44 WMVernon  V2 1   -0.1600   -0.0800   0.0000   0.1000   0.9850   0.2412
   80    45 N.Newark  V2 1   -0.5300   -0.2200   0.0000   0.1000   0.9870   0.2735
   81    47 Crooksvl  V2 1   -0.3400    0.0000   0.0000   0.0000   1.0170   0.3618
   82    48 Zanesvll  V2 1   -0.2000   -0.1100   0.0000   0.1500   1.0210   0.3478
   83    50 WCambrdg  V2 1   -0.1700   -0.0400   0.0000   0.0000   1.0010   0.3299
   84    51 Newcmrst  V2 1   -0.1700   -0.0800   0.0000   0.0000   0.9670   0.2841
   85    52 SCoshoct  V2 1   -0.1800   -0.0500   0.0000   0.0000   0.9570   0.2674
   86    53 Wooster   V2 1   -0.2300   -0.1100   0.0000   0.0000   0.9460   0.2505
   87    57 WNwPhil1  V2 1   -0.1200   -0.0300   0.0000   0.0000   0.9710   0.2855
   88    58 WNwPhil2  V2 1   -0.1200   -0.0300   0.0000   0.0000   0.9590   0.2707
   89    60 SWKammer  V2 1   -0.7800   -0.0300   0.0000   0.0000   0.9930   0.4040
   90    63 Tidd      V1 1   -0.0000    0.0000   0.0000   0.0000   0.9690   0.3971
   91    64 Kammer    V1 1   -0.0000    0.0000   0.0000   0.0000   0.9840   0.4280
   92    67 Summerfl  V2 1   -0.2800   -0.0700   0.0000   0.0000   1.0200   0.4335
   93    68 Sporn     V1 1   -0.0000    0.0000   0.0000   0.0000   1.0030   0.4808
   94    71 NPortsmt  V2 1   -0.0000    0.0000   0.0000   0.0000   0.9870   0.3866
   95    75 SthPoint  V2 1   -0.4700   -0.1100   0.0000   0.0000   0.9670   0.3999
   96    78 Chemical  V2 1   -0.7100   -0.2600   0.0000   0.0000   1.0030   0.4611
   97    79 CapitlHl  V2 1   -0.3900   -0.3200   0.0000   0.2000   1.0090   0.4664
   98    81 Kanawha   V1 1   -0.0000    0.0000   0.0000   0.0000   0.9970   0.4904
   99    82 Logan     V2 1   -0.5400   -0.2700   0.0000   0.2000   0.9890   0.4754
  100    83 Sprigg    V2 1   -0.2000   -0.1000   0.0000   0.1000   0.9850   0.4960
  101    84 BetsyLne  V2 1   -0.1100   -0.0700   0.0000   0.0000   0.9800   0.5402
  102    86 Hazard    V2 1   -0.2100   -0.1000   0.0000   0.0000   0.9870   0.5435
  103    88 Fremont   V2 1   -0.4800   -0.1000   0.0000   0.0000   0.9870   0.6220
  104    93 Tazewell  V2 1   -0.1200   -0.0700   0.0000   0.0000   0.9870   0.5374
  105    94 Switchbk  V2 1   -0.3000   -0.1600   0.0000   0.0000   0.9910   0.4999
  106    95 Caldwell  V2 1   -0.4200   -0.3100   0.0000   0.0000   0.9810   0.4829
  107    96 Baileysv  V2 1   -0.3800   -0.1500   0.0000   0.0000   0.9930   0.4801
  108    97 Sundial   V2 1   -0.1500   -0.0900   0.0000   0.0000   1.0110   0.4866
  109    98 Bradley   V2 1   -0.3400   -0.0800   0.0000   0.0000   1.0240   0.4782
  110   101 Wythe     V2 1   -0.2200   -0.1500   0.0000   0.0000   0.9930   0.5168
  111   102 Smythe    V2 1   -0.0500   -0.0300   0.0000   0.0000   0.9910   0.5637
  112   106 Cloverdl  V2 1   -0.4300   -0.1600   0.0000   0.0000   0.9620   0.3547
  113   108 Blaine    V2 1   -0.0200   -0.0100   0.0000   0.0000   0.9670   0.3382
  114   109 Franklin  V2 1   -0.0800   -0.0300   0.0000   0.0000   0.9670   0.3304
  115   114 WMedford  V2 1   -0.0800   -0.0300   0.0000   0.0000   0.9600   0.2524
  116   115 Medford   V2 1   -0.2200   -0.0700   0.0000   0.0000   0.9600   0.2524
  117   117 Corey     V2 1   -0.2000   -0.0800   0.0000   0.0000   0.9740   0.1862
  118   118 WHuntngd  V2 1   -0.3300   -0.1500   0.0000   0.0000   0.9490   0.3826
-999
 179
    2    55 0   0.030300   0.099900     0  0.0000  0.0000 0.0000
    2    56 0   0.012900   0.042400     0  0.0000  0.0000 0.0000
    3    57 0   0.001760   0.007980     0  0.0000  0.0000 0.0000
   56    57 0   0.024100   0.108000     0  0.0000  0.0000 0.0000
   57     4 0   0.011900   0.054000     0  0.0000  0.0000 0.0000
    4    58 0   0.004590   0.020800     0  0.0000  0.0000 0.0000
    5    59 0   0.002440   0.030500     0  0.0000  0.0000 0.0000
    5    57 1   0.000000   0.026700     0  0.0000  0.0000 0.0000
   59     6 0   0.002580   0.032200     0  0.0000  0.0000 0.0000
    3    60 0   0.020900   0.068800     0  0.0000  0.0000 0.0000
   57    60 0   0.020300   0.068200     0  0.0000  0.0000 0.0000
   60     7 0   0.005950   0.019600     0  0.0000  0.0000 0.0000
   55     7 0   0.018700   0.061600     0  0.0000  0.0000 0.0000
   56     7 0   0.048400   0.160000     0  0.0000  0.0000 0.0000
   58     7 0   0.008620   0.034000     0  0.0000  0.0000 0.0000
   60    61 0   0.022250   0.073100     0  0.0000  0.0000 0.0000
    7    62 0   0.021500   0.070700     0  0.0000  0.0000 0.0000
   61     8 0   0.074400   0.244400     0  0.0000  0.0000 0.0000
   62     8 0   0.059500   0.195000     0  0.0000  0.0000 0.0000
    7    63 0   0.021200   0.083400     0  0.0000  0.0000 0.0000
    8    64 0   0.013200   0.043700     0  0.0000  0.0000 0.0000
   63    64 0   0.045400   0.180100     0  0.0000  0.0000 0.0000
   64     9 0   0.012300   0.050500     0  0.0000  0.0000 0.0000
    9    10 0   0.011190   0.049300     0  0.0000  0.0000 0.0000
   10    65 0   0.025200   0.117000     0  0.0000  0.0000 0.0000
    8    10 0   0.012000   0.039400     0  0.0000  0.0000 0.0000
   65    66 0   0.018300   0.084900     0  0.0000  0.0000 0.0000
   66    67 0   0.020900   0.097000     0  0.0000  0.0000 0.0000
   67    68 0   0.034200   0.159000     0  0.0000  0.0000 0.0000
   68    11 0   0.013500   0.049200     0  0.0000  0.0000 0.0000
   68    12 0   0.015600   0.080000     0  0.0000  0.0000 0.0000
   13    12 1   0.000000   0.038200     0  0.0000  0.0000 0.0000
   12    14 0   0.031800   0.163000     0  0.0000  0.0000 0.0000
   14    69 0   0.019130   0.085500     0  0.0000  0.0000 0.0000
   69    70 0   0.023700   0.094300     0  0.0000  0.0000 0.0000
   71    64 1   0.000000   0.038800     0  0.0000  0.0000 0.0000
    5    71 0   0.004310   0.050400     0  0.0000  0.0000 0.0000
   13    71 0   0.007990   0.086000     0  0.0000  0.0000 0.0000
   64    15 0   0.047400   0.156300     0  0.0000  0.0000 0.0000
   70    15 0   0.010800   0.033100     0  0.0000  0.0000 0.0000
   68    16 0   0.031700   0.115300     0  0.0000  0.0000 0.0000
   15    16 0   0.029800   0.098500     0  0.0000  0.0000 0.0000
   14    16 0   0.022900   0.075500     0  0.0000  0.0000 0.0000
    8    72 0   0.038000   0.124400     0  0.0000  0.0000 0.0000
   10    17 0   0.075200   0.247000     0  0.0000  0.0000 0.0000
   73    18 0   0.002240   0.010200     0  0.0000  0.0000 0.0000
   73    74 0   0.011000   0.049700     0  0.0000  0.0000 0.0000
   72    74 0   0.041500   0.142000     0  0.0000  0.0000 0.0000
   17    18 0   0.008710   0.026800     0  0.0000  0.0000 0.0000
   17    74 0   0.002560   0.009400     0  0.0000  0.0000 0.0000
   75    74 1   0.000000   0.037500     0  0.0000  0.0000 0.0000
   74    76 0   0.032100   0.106000     0  0.0000  0.0000 0.0000
   74    19 0   0.059300   0.168000     0  0.0000  0.0000 0.0000
   71    75 0   0.004640   0.054000     0  0.0000  0.0000 0.0000
   76    19 0   0.018400   0.060500     0  0.0000  0.0000 0.0000
   19    77 0   0.014500   0.048700     0  0.0000  0.0000 0.0000
   19    20 0   0.055500   0.183000     0  0.0000  0.0000 0.0000
   77    20 0   0.041000   0.135000     0  0.0000  0.0000 0.0000
   78    79 0   0.060800   0.245400     0  0.0000  0.0000 0.0000
   17    78 0   0.041300   0.168100     0  0.0000  0.0000 0.0000
   79    80 0   0.022400   0.090100     0  0.0000  0.0000 0.0000
   80    21 0   0.040000   0.135600     0  0.0000  0.0000 0.0000
   21    81 0   0.038000   0.127000     0  0.0000  0.0000 0.0000
   21    82 0   0.060100   0.189000     0  0.0000  0.0000 0.0000
   81    22 0   0.019100   0.062500     0  0.0000  0.0000 0.0000
   20    22 0   0.035750   0.161500     0  0.0000  0.0000 0.0000
   80    22 0   0.068400   0.186000     0  0.0000  0.0000 0.0000
   82    22 0   0.017900   0.050500     0  0.0000  0.0000 0.0000
   22    83 0   0.026700   0.075200     0  0.0000  0.0000 0.0000
   22    84 0   0.048600   0.137000     0  0.0000  0.0000 0.0000
   84    85 0   0.020300   0.058800     0  0.0000  0.0000 0.0000
   85    86 0   0.040500   0.163500     0  0.0000  0.0000 0.0000
   86    23 0   0.026300   0.122000     0  0.0000  0.0000 0.0000
   22    23 0   0.039900   0.145100     0  0.0000  0.0000 0.0000
   23    24 0   0.016900   0.070700     0  0.0000  0.0000 0.0000
   23    25 0   0.002750   0.009550     0  0.0000  0.0000 0.0000
   24    25 0   0.004880   0.015100     0  0.0000  0.0000 0.0000
   25    87 0   0.034300   0.096600     0  0.0000  0.0000 0.0000
   83    87 0   0.047400   0.134000     0  0.0000  0.0000 0.0000
   25    88 0   0.034300   0.096600     0  0.0000  0.0000 0.0000
   84    88 0   0.025500   0.071900     0  0.0000  0.0000 0.0000
   23    26 0   0.050300   0.229300     0  0.0000  0.0000 0.0000
   25    26 0   0.040700   0.122400     0  0.0000  0.0000 0.0000
   24    26 0   0.047390   0.215800     0  0.0000  0.0000 0.0000
   26    89 0   0.031700   0.145000     0  0.0000  0.0000 0.0000
   26    27 0   0.032800   0.150000     0  0.0000  0.0000 0.0000
   89    27 0   0.002640   0.013500     0  0.0000  0.0000 0.0000
   89    28 0   0.012300   0.056100     0  0.0000  0.0000 0.0000
   27    28 0   0.008240   0.037600     0  0.0000  0.0000 0.0000
   90    26 1   0.000000   0.038600     0  0.0000  0.0000 0.0000
   90    91 0   0.001720   0.020000     0  0.0000  0.0000 0.0000
   91    27 1   0.000000   0.026800     0  0.0000  0.0000 0.0000
   75    29 0   0.009010   0.098600     0  0.0000  0.0000 0.0000
   91    29 0   0.002690   0.030200     0  0.0000  0.0000 0.0000
   22    30 0   0.009000   0.045950     0  0.0000  0.0000 0.0000
   28    30 0   0.048200   0.218000     0  0.0000  0.0000 0.0000
   28    92 0   0.025800   0.117000     0  0.0000  0.0000 0.0000
   29    30 1   0.000000   0.037000     0  0.0000  0.0000 0.0000
   30    92 0   0.022400   0.101500     0  0.0000  0.0000 0.0000
   29    93 0   0.001380   0.016000     0  0.0000  0.0000 0.0000
   81     1 0   0.084400   0.277800     0  0.0000  0.0000 0.0000
   22     1 0   0.098500   0.324000     0  0.0000  0.0000 0.0000
   93     1 1   0.000000   0.037000     0  0.0000  0.0000 0.0000
    1    31 0   0.030000   0.127000     0  0.0000  0.0000 0.0000
   11    31 0   0.002210   0.411500     0  0.0000  0.0000 0.0000
   31    94 0   0.008820   0.035500     0  0.0000  0.0000 0.0000
   11    32 0   0.048800   0.196000     0  0.0000  0.0000 0.0000
   94    32 0   0.044600   0.180000     0  0.0000  0.0000 0.0000
   94    33 0   0.008660   0.045400     0  0.0000  0.0000 0.0000
   31    34 0   0.040100   0.132300     0  0.0000  0.0000 0.0000
   31    95 0   0.042800   0.141000     0  0.0000  0.0000 0.0000
    1    95 0   0.040500   0.122000     0  0.0000  0.0000 0.0000
   34    95 0   0.012300   0.040600     0  0.0000  0.0000 0.0000
   35    36 0   0.044400   0.148000     0  0.0000  0.0000 0.0000
    1    36 0   0.030900   0.101000     0  0.0000  0.0000 0.0000
   95    36 0   0.060100   0.199900     0  0.0000  0.0000 0.0000
   36    96 0   0.003760   0.012400     0  0.0000  0.0000 0.0000
   96    97 0   0.005460   0.024400     0  0.0000  0.0000 0.0000
   36    37 0   0.010900   0.048500     0  0.0000  0.0000 0.0000
   97    37 0   0.015600   0.070400     0  0.0000  0.0000 0.0000
   93    98 0   0.001750   0.020200     0  0.0000  0.0000 0.0000
   98    37 1   0.000000   0.037000     0  0.0000  0.0000 0.0000
   36    99 0   0.029800   0.085300     0  0.0000  0.0000 0.0000
   99   100 0   0.011200   0.036650     0  0.0000  0.0000 0.0000
  100   101 0   0.062500   0.132000     0  0.0000  0.0000 0.0000
  100    38 0   0.043000   0.148000     0  0.0000  0.0000 0.0000
  101    38 0   0.030200   0.064100     0  0.0000  0.0000 0.0000
   38   102 0   0.035000   0.123000     0  0.0000  0.0000 0.0000
  102    39 0   0.028280   0.207400     0  0.0000  0.0000 0.0000
   38   103 0   0.020000   0.102000     0  0.0000  0.0000 0.0000
   38    40 0   0.023900   0.173000     0  0.0000  0.0000 0.0000
  103    40 0   0.013900   0.071200     0  0.0000  0.0000 0.0000
   40    41 0   0.016400   0.065200     0  0.0000  0.0000 0.0000
   41    42 0   0.025400   0.083600     0  0.0000  0.0000 0.0000
   40    43 0   0.008000   0.038300     0  0.0000  0.0000 0.0000
   42    43 0   0.038700   0.127200     0  0.0000  0.0000 0.0000
   43   104 0   0.025800   0.084800     0  0.0000  0.0000 0.0000
   43   105 0   0.048100   0.158000     0  0.0000  0.0000 0.0000
  104   105 0   0.022300   0.073200     0  0.0000  0.0000 0.0000
  105   106 0   0.013200   0.043400     0  0.0000  0.0000 0.0000
   37   107 0   0.035600   0.182000     0  0.0000  0.0000 0.0000
   99   107 0   0.016200   0.053000     0  0.0000  0.0000 0.0000
  105   107 0   0.026900   0.086900     0  0.0000  0.0000 0.0000
   37   108 0   0.018300   0.093400     0  0.0000  0.0000 0.0000
   37   109 0   0.023800   0.108000     0  0.0000  0.0000 0.0000
   37    44 0   0.045400   0.206000     0  0.0000  0.0000 0.0000
   43    45 0   0.064800   0.295000     0  0.0000  0.0000 0.0000
  105    45 0   0.017800   0.058000     0  0.0000  0.0000 0.0000
  106   107 0   0.017100   0.054700     0  0.0000  0.0000 0.0000
  107   108 0   0.017300   0.088500     0  0.0000  0.0000 0.0000
  109    45 0   0.039700   0.179000     0  0.0000  0.0000 0.0000
   44    45 0   0.018000   0.081300     0  0.0000  0.0000 0.0000
   45   110 0   0.027700   0.126200     0  0.0000  0.0000 0.0000
   43   111 0   0.012300   0.055900     0  0.0000  0.0000 0.0000
  110   111 0   0.024600   0.112000     0  0.0000  0.0000 0.0000
   45    46 0   0.016000   0.052500     0  0.0000  0.0000 0.0000
   45    47 0   0.045100   0.204000     0  0.0000  0.0000 0.0000
   46    47 0   0.046600   0.158400     0  0.0000  0.0000 0.0000
   46    48 0   0.053500   0.162500     0  0.0000  0.0000 0.0000
   45   112 0   0.060500   0.229000     0  0.0000  0.0000 0.0000
   47    48 0   0.009940   0.037800     0  0.0000  0.0000 0.0000
   48   112 0   0.014000   0.054700     0  0.0000  0.0000 0.0000
   48    49 0   0.053000   0.183000     0  0.0000  0.0000 0.0000
   48   113 0   0.026100   0.070300     0  0.0000  0.0000 0.0000
  112    49 0   0.053000   0.183000     0  0.0000  0.0000 0.0000
  113   114 0   0.010500   0.028800     0  0.0000  0.0000 0.0000
   46    50 0   0.039060   0.181300     0  0.0000  0.0000 0.0000
  114    50 0   0.027800   0.076200     0  0.0000  0.0000 0.0000
   50    51 0   0.022000   0.075500     0  0.0000  0.0000 0.0000
   50    52 0   0.024700   0.064000     0  0.0000  0.0000 0.0000
   64    53 0   0.009130   0.030100     0  0.0000  0.0000 0.0000
   16    53 0   0.061500   0.203000     0  0.0000  0.0000 0.0000
   16   115 0   0.013500   0.061200     0  0.0000  0.0000 0.0000
   14   116 0   0.016400   0.074100     0  0.0000  0.0000 0.0000
  115   116 0   0.002300   0.010400     0  0.0000  0.0000 0.0000
   93    54 0   0.000340   0.004050     0  0.0000  0.0000 0.0000
    7   117 0   0.032900   0.140000     0  0.0000  0.0000 0.0000
   95   118 0   0.014500   0.048100     0  0.0000  0.0000 0.0000
   35   118 0   0.016400   0.054400     0  0.0000  0.0000 0.0000
-999
